28/2/2024    14:16:3  661  
28/2/2024    14:16:4  661  
28/2/2024    14:16:5  662  
28/2/2024    14:16:6  662  
28/2/2024    14:16:7  662  
28/2/2024    14:16:8  662  
28/2/2024    14:16:9  662  
28/2/2024    14:16:10  663  
28/2/2024    14:16:11  662  
28/2/2024    14:16:12  662  
28/2/2024    14:16:14  663  
28/2/2024    14:16:15  662  
28/2/2024    14:16:16  663  
28/2/2024    14:16:17  662  
28/2/2024    14:16:18  663  
28/2/2024    14:16:19  664  
28/2/2024    14:16:20  661  
28/2/2024    14:16:21  664  
28/2/2024    14:16:22  663  
28/2/2024    14:16:23  663  
28/2/2024    14:16:25  663  
28/2/2024    14:16:26  11  
Stopped
28/2/2024    14:16:38  326  

Stopped by excep
28/2/2024    14:16:46  11  
28/2/2024    14:16:51  11  
28/2/2024    14:16:54  10  
28/2/2024    14:16:57  326  
Stopped
28/2/2024    14:17:4  10  

Stopped by excep
28/2/2024    14:18:13  666  
28/2/2024    14:18:14  666  
28/2/2024    14:18:15  667  
28/2/2024    14:18:16  666  
28/2/2024    14:18:17  668  
28/2/2024    14:18:18  668  
28/2/2024    14:18:19  666  
28/2/2024    14:18:21  667  
28/2/2024    14:18:22  667  
28/2/2024    14:18:23  668  
28/2/2024    14:18:24  666  
28/2/2024    14:18:25  667  
28/2/2024    14:18:26  668  
28/2/2024    14:18:27  667  
28/2/2024    14:18:28  668  
28/2/2024    14:18:29  668  
28/2/2024    14:18:30  665  
28/2/2024    14:18:31  667  
28/2/2024    14:18:32  667  
28/2/2024    14:18:34  668  
28/2/2024    14:18:35  665  
28/2/2024    14:18:36  666  
28/2/2024    14:18:37  664  
28/2/2024    14:18:38  667  
28/2/2024    14:18:39  666  
28/2/2024    14:18:40  667  
28/2/2024    14:18:41  667  
28/2/2024    14:18:42  666  
28/2/2024    14:18:43  665  
28/2/2024    14:18:45  664  
28/2/2024    14:18:46  667  
28/2/2024    14:18:47  667  
28/2/2024    14:18:49  666  
28/2/2024    14:18:50  667  
28/2/2024    14:18:52  666  
Stopped
28/2/2024    14:19:3  664  
28/2/2024    14:19:4  666  
28/2/2024    14:19:5  667  
28/2/2024    14:19:6  666  
28/2/2024    14:19:7  667  
28/2/2024    14:19:8  668  
28/2/2024    14:19:9  666  
28/2/2024    14:19:10  667  
28/2/2024    14:19:12  667  
28/2/2024    14:19:13  665  
28/2/2024    14:19:14  667  
28/2/2024    14:19:15  667  
28/2/2024    14:19:16  665  
28/2/2024    14:19:17  662  
28/2/2024    14:19:18  665  
28/2/2024    14:19:19  665  
28/2/2024    14:19:20  666  
28/2/2024    14:19:21  668  
28/2/2024    14:19:22  666  
28/2/2024    14:19:26  666  
28/2/2024    14:19:27  666  
28/2/2024    14:19:28  667  
28/2/2024    14:19:29  667  
28/2/2024    14:19:30  666  
28/2/2024    14:19:31  667  
Stopped
28/2/2024    14:20:13  665  
28/2/2024    14:20:14  666  
28/2/2024    14:20:15  666  
28/2/2024    14:20:16  666  
28/2/2024    14:20:17  667  
28/2/2024    14:20:18  666  
28/2/2024    14:20:19  666  
28/2/2024    14:20:21  666  
28/2/2024    14:20:22  665  
28/2/2024    14:20:23  666  
28/2/2024    14:20:24  666  
28/2/2024    14:20:25  666  
28/2/2024    14:20:26  666  
28/2/2024    14:20:27  664  
28/2/2024    14:20:28  665  
28/2/2024    14:20:29  666  
28/2/2024    14:20:30  666  
28/2/2024    14:20:31  666  
28/2/2024    14:20:32  666  
28/2/2024    14:20:33  666  
28/2/2024    14:20:35  666  
28/2/2024    14:20:36  666  
28/2/2024    14:20:37  666  
28/2/2024    14:20:38  664  
28/2/2024    14:20:39  667  
28/2/2024    14:20:40  667  
28/2/2024    14:20:41  667  
28/2/2024    14:20:42  664  
28/2/2024    14:20:43  662  
28/2/2024    14:20:44  664  
28/2/2024    14:20:46  665  
28/2/2024    14:20:47  664  
28/2/2024    14:20:48  664  
28/2/2024    14:20:49  664  
28/2/2024    14:20:50  663  
28/2/2024    14:20:51  662  
28/2/2024    14:20:52  663  
28/2/2024    14:20:53  663  
28/2/2024    14:20:54  664  
28/2/2024    14:20:55  663  
28/2/2024    14:20:57  664  
28/2/2024    14:20:58  664  
28/2/2024    14:20:59  664  
28/2/2024    14:21:0  664  
28/2/2024    14:21:1  664  
28/2/2024    14:21:2  663  
28/2/2024    14:21:3  664  
28/2/2024    14:21:4  664  
28/2/2024    14:21:5  663  
28/2/2024    14:21:6  664  
28/2/2024    14:21:8  662  
28/2/2024    14:21:9  664  
28/2/2024    14:21:10  663  
28/2/2024    14:21:11  664  
28/2/2024    14:21:12  663  
28/2/2024    14:21:13  664  
28/2/2024    14:21:14  664  
28/2/2024    14:21:15  664  
28/2/2024    14:21:16  663  
28/2/2024    14:21:17  664  
28/2/2024    14:21:19  663  
28/2/2024    14:21:20  663  
28/2/2024    14:21:21  663  
28/2/2024    14:21:22  664  
28/2/2024    14:21:23  664  
28/2/2024    14:21:24  663  
28/2/2024    14:21:26  662  
28/2/2024    14:21:27  664  
28/2/2024    14:21:29  662  
28/2/2024    14:21:30  664  
28/2/2024    14:21:32  663  
28/2/2024    14:21:33  664  
28/2/2024    14:21:35  662  
28/2/2024    14:21:36  663  
28/2/2024    14:21:38  661  
28/2/2024    14:21:39  664  
28/2/2024    14:21:41  661  
28/2/2024    14:21:42  664  
28/2/2024    14:21:44  663  
28/2/2024    14:21:45  663  
28/2/2024    14:21:47  664  
28/2/2024    14:21:48  664  
28/2/2024    14:21:50  664  
28/2/2024    14:21:51  662  
28/2/2024    14:21:53  664  
28/2/2024    14:21:54  665  
28/2/2024    14:21:56  662  
28/2/2024    14:21:58  664  
28/2/2024    14:21:59  663  
28/2/2024    14:22:1  663  
28/2/2024    14:22:2  664  
28/2/2024    14:22:4  661  
28/2/2024    14:22:5  664  
28/2/2024    14:22:7  662  
28/2/2024    14:22:8  664  
28/2/2024    14:22:10  664  
28/2/2024    14:22:11  664  
28/2/2024    14:22:13  664  
28/2/2024    14:22:14  666  
28/2/2024    14:22:16  664  
28/2/2024    14:22:17  664  
28/2/2024    14:22:19  663  
28/2/2024    14:22:20  664  
28/2/2024    14:22:22  661  
28/2/2024    14:22:23  665  
28/2/2024    14:22:25  664  
28/2/2024    14:22:26  664  
28/2/2024    14:22:28  664  
28/2/2024    14:22:29  660  
28/2/2024    14:22:31  663  
28/2/2024    14:22:32  664  
28/2/2024    14:22:34  664  
28/2/2024    14:22:35  663  
28/2/2024    14:22:37  662  
28/2/2024    14:22:38  662  
28/2/2024    14:22:40  661  
28/2/2024    14:22:41  659  
28/2/2024    14:22:43  661  
28/2/2024    14:22:44  660  
28/2/2024    14:22:46  659  
28/2/2024    14:22:47  661  
28/2/2024    14:22:49  660  
28/2/2024    14:22:50  660  
28/2/2024    14:22:52  660  
28/2/2024    14:22:53  663  
28/2/2024    14:22:55  3  
28/2/2024    14:22:56  660  
28/2/2024    14:22:58  785  
28/2/2024    14:22:59  769  
28/2/2024    14:23:1  771  
28/2/2024    14:23:3  765  
28/2/2024    14:23:4  770  
28/2/2024    14:23:6  662  
28/2/2024    14:23:7  775  
28/2/2024    14:23:9  777  
28/2/2024    14:23:10  779  
28/2/2024    14:23:12  685  
28/2/2024    14:23:13  597  
28/2/2024    14:23:15  452  
28/2/2024    14:23:16  262  
28/2/2024    14:23:18  341  
28/2/2024    14:23:19  592  
28/2/2024    14:23:21  771  
28/2/2024    14:23:22  786  
28/2/2024    14:23:24  754  
28/2/2024    14:23:25  783  
28/2/2024    14:23:27  785  
28/2/2024    14:23:28  783  
28/2/2024    14:23:30  780  
28/2/2024    14:23:31  777  
28/2/2024    14:23:33  781  
28/2/2024    14:23:34  782  
28/2/2024    14:23:36  781  
Stopped
28/2/2024    14:23:46  780  
28/2/2024    14:23:47  780  
28/2/2024    14:23:48  781  
28/2/2024    14:23:49  782  
28/2/2024    14:23:50  781  
28/2/2024    14:23:51  781  
28/2/2024    14:23:52  782  
28/2/2024    14:23:53  782  
28/2/2024    14:23:54  782  
28/2/2024    14:23:55  781  
28/2/2024    14:23:56  782  
28/2/2024    14:23:57  782  
28/2/2024    14:23:59  782  
28/2/2024    14:24:0  781  
28/2/2024    14:24:1  780  
28/2/2024    14:24:2  782  
28/2/2024    14:24:3  783  
28/2/2024    14:24:4  783  
28/2/2024    14:24:5  782  
28/2/2024    14:24:6  784  
28/2/2024    14:24:7  784  
28/2/2024    14:24:9  783  
28/2/2024    14:24:10  784  
28/2/2024    14:24:12  781  
28/2/2024    14:24:14  783  
28/2/2024    14:24:15  782  
28/2/2024    14:24:17  785  
28/2/2024    14:24:18  784  
28/2/2024    14:24:20  784  
28/2/2024    14:24:21  785  
28/2/2024    14:24:23  783  
28/2/2024    14:24:24  784  
28/2/2024    14:24:26  785  
28/2/2024    14:24:27  785  
28/2/2024    14:24:29  785  
28/2/2024    14:24:30  785  
28/2/2024    14:24:32  785  
28/2/2024    14:24:33  782  
Stopped
28/2/2024    14:24:41  784  
28/2/2024    14:24:42  785  
28/2/2024    14:24:43  785  
28/2/2024    14:24:44  785  
28/2/2024    14:24:45  786  
28/2/2024    14:24:46  785  
Stopped
28/2/2024    14:26:19  786  
28/2/2024    14:26:20  787  
28/2/2024    14:26:21  787  
28/2/2024    28/2/2024    14:26:22  787  
28/2/2024    14:26:23  787  
28/2/2024    14:26:24  786  
28/2/2024    14:26:26  787  
28/2/2024    14:26:27  787  
28/2/2024    14:26:28  787  
28/2/2024    14:26:29  788  
28/2/2024    14:26:30  789  
28/2/2024    14:26:31  789  
28/2/2024    14:26:32  789  
28/2/2024    14:26:33  788  
28/2/2024    14:26:34  789  
28/2/2024    14:26:35  790  
Stopped
28/2/2024    14:26:43  787  
28/2/2024    14:26:45  788  
28/2/2024    14:26:46  788  
28/2/2024    14:26:47  789  
28/2/2024    14:26:48  789  
28/2/2024    14:26:49  789  
28/2/2024    14:26:50  789  
28/2/2024    14:26:51  789  
28/2/2024    14:26:52  789  
28/2/2024    14:26:53  788  
28/2/2024    14:26:55  787  
28/2/2024    14:26:56  788  
28/2/2024    14:26:57  786  
28/2/2024    14:26:58  787  
Stopped
28/2/2024    14:28:28  788  
28/2/2024    28/2/2024    14:28:29  786  
28/2/2024    14:28:30  785  
28/2/2024    14:28:31  785  
28/2/2024    14:28:32  787  
28/2/2024    14:28:33  788  
28/2/2024    14:28:34  788  
28/2/2024    14:28:35  789  
28/2/2024    14:28:36  789  
28/2/2024    14:28:37  789  
28/2/2024    14:28:38  788  
28/2/2024    14:28:40  789  
28/2/2024    14:28:41  788  
28/2/2024    14:28:42  788  
28/2/2024    14:28:43  788  
28/2/2024    14:28:44  789  
28/2/2024    14:28:45  790  
28/2/2024    14:28:46  789  
28/2/2024    14:28:47  788  
28/2/2024    14:28:48  788  
28/2/2024    14:28:50  787  
28/2/2024    14:28:51  786  
28/2/2024    14:28:52  788  
28/2/2024    14:28:53  787  

Stopped by excep
28/2/2024    14:29:21  788  
28/2/2024    14:29:22  790  
28/2/2024    14:29:23  789  
28/2/2024    14:29:24  788  
28/2/2024    14:29:25  789  
28/2/2024    14:29:27  790  
28/2/2024    14:29:28  789  
28/2/2024    14:29:29  790  
28/2/2024    14:29:30  790  
28/2/2024    14:29:31  789  
28/2/2024    14:29:32  790  

Stopped by excep
28/2/2024    14:44:23  787  
28/2/2024    14:44:24  787  
28/2/2024    14:44:25  786  
28/2/2024    28/2/2024    14:44:26  788  
28/2/2024    14:44:27  787  
28/2/2024    14:44:28  787  
28/2/2024    14:44:29  787  
Stopped
28/2/2024    
Stopped by excep
28/2/2024    
Stopped by excep
28/2/2024    14:56:58  762  
28/2/2024    14:56:59  722  
28/2/2024    14:57:0  722  
28/2/2024    14:57:1  745  
28/2/2024    14:57:2  750  
28/2/2024    14:57:3  748  
28/2/2024    14:57:4  747  
28/2/2024    14:57:5  746  
28/2/2024    14:57:6  748  
28/2/2024    14:57:7  745  
28/2/2024    14:57:8  748  
28/2/2024    14:57:9  748  
28/2/2024    14:57:10  757  
28/2/2024    14:57:12  761  
28/2/2024    14:57:13  758  
28/2/2024    14:57:14  758  
28/2/2024    14:57:15  758  
28/2/2024    14:57:16  758  
28/2/2024    14:57:17  758  
28/2/2024    14:57:18  758  
28/2/2024    14:57:19  758  
28/2/2024    14:57:20  759  
28/2/2024    14:57:21  758  
28/2/2024    14:57:22  757  
28/2/2024    14:57:23  759  
28/2/2024    14:57:25  759  
28/2/2024    14:57:26  759  
28/2/2024    14:57:27  756  
28/2/2024    14:57:28  758  
28/2/2024    14:57:29  758  
28/2/2024    14:57:30  759  
28/2/2024    14:57:31  758  
28/2/2024    14:57:32  757  
28/2/2024    14:57:33  757  
28/2/2024    14:57:34  757  
28/2/2024    14:57:36  757  
28/2/2024    14:57:37  756  
28/2/2024    14:57:38  758  
28/2/2024    14:57:39  758  
28/2/2024    14:57:40  757  
Stopped
28/2/2024    15:2:41  762  
28/2/2024    15:2:42  763  
28/2/2024    15:2:43  764  
28/2/2024    15:2:44  762  
28/2/2024    15:2:45  760  
28/2/2024    15:2:46  762  
28/2/2024    15:2:47  763  
28/2/2024    15:2:48  765  
28/2/2024    15:2:49  764  
28/2/2024    15:2:50  765  
28/2/2024    15:2:52  762  
28/2/2024    15:2:53  765  
28/2/2024    15:2:54  765  
28/2/2024    15:2:55  765  
28/2/2024    15:2:56  765  
28/2/2024    15:2:57  766  
28/2/2024    15:2:58  762  
28/2/2024    15:2:59  765  
28/2/2024    15:3:0  765  
28/2/2024    15:3:1  762  
28/2/2024    15:3:2  765  
28/2/2024    15:3:3  763  
28/2/2024    15:3:4  763  
28/2/2024    15:3:6  764  
28/2/2024    15:3:7  764  
28/2/2024    15:3:8  764  
28/2/2024    15:3:9  763  
28/2/2024    15:3:10  762  
28/2/2024    15:3:11  763  
28/2/2024    15:3:12  760  
28/2/2024    15:3:13  763  
Stopped
28/2/2024    15:5:40  730  
28/2/2024    15:5:41  729  
28/2/2024    15:5:42  731  
28/2/2024    15:5:43  732  
28/2/2024    15:5:44  730  
28/2/2024    15:5:45  730  
28/2/2024    15:5:46  731  
28/2/2024    15:5:47  729  
28/2/2024    15:5:49  731  
28/2/2024    15:5:50  731  
28/2/2024    15:5:51  730  
28/2/2024    15:5:52  730  
28/2/2024    15:5:53  730  
28/2/2024    15:5:54  731  
28/2/2024    15:5:55  729  
