28/2/2024    15:5:51 19.81 
28/2/2024    15:5:52 19.81 
28/2/2024    15:5:53 19.81 
28/2/2024    15:5:54 19.81 
28/2/2024    15:5:55 19.81 
28/2/2024    15:5:56 19.81 
28/2/2024    15:5:57 19.81 
28/2/2024    15:5:58 19.81 
28/2/2024    15:5:59 19.81 
28/2/2024    15:6:0 19.81 
28/2/2024    15:6:1 19.81 
28/2/2024    15:6:3 19.75 
28/2/2024    15:6:4 19.81 
28/2/2024    15:6:5 19.81 
28/2/2024    15:6:6 19.75 
28/2/2024    15:6:7 19.81 
28/2/2024    15:6:8 19.81 
28/2/2024    15:6:9 19.81 
28/2/2024    15:6:10 19.81 
28/2/2024    15:6:11 19.75 
28/2/2024    15:6:12 19.81 
28/2/2024    15:6:13 19.81 
Stopped
28/2/2024    Next value is found above range!!!15:20:38 94 
28/2/2024    15:20:39 19.94 
28/2/2024    28/2/2024    15:20:40 19.94 
28/2/2024    15:20:41 19.94 
28/2/2024    15:20:42 19.94 
28/2/2024    15:20:43 19.94 
28/2/2024    15:20:44 19.94 
28/2/2024    15:20:45 19.94 
28/2/2024    15:20:46 19.94 
28/2/2024    15:20:47 19.94 
28/2/2024    15:20:48 19.94 
28/2/2024    15:20:49 19.94 
28/2/2024    15:20:51 19.94 
28/2/2024    15:20:52 19.94 
28/2/2024    15:20:53 20.00 
28/2/2024    15:20:54 19.94 
28/2/2024    15:20:55 19.94 
28/2/2024    15:20:56 19.94 
28/2/2024    15:20:57 19.94 
28/2/2024    15:20:58 19.94 
Stopped
28/2/2024    15:25:28 20.19 
28/2/2024    15:25:29 20.25 
28/2/2024    15:25:30 20.19 
28/2/2024    15:25:31 20.25 
28/2/2024    15:25:32 20.25 
28/2/2024    15:25:33 20.25 
28/2/2024    15:25:34 20.25 
28/2/2024    15:25:35 20.25 
28/2/2024    15:25:36 20.31 
28/2/2024    15:25:37 20.25 
28/2/2024    15:25:38 20.25 
28/2/2024    15:25:39 20.25 
28/2/2024    15:25:40 20.31 
28/2/2024    15:25:42 20.25 
28/2/2024    15:25:43 20.25 
28/2/2024    15:25:44 20.25 
28/2/2024    15:25:45 20.25 
28/2/2024    15:25:46 20.25 
28/2/2024    15:25:47 20.25 
28/2/2024    15:25:48 20.25 
28/2/2024    15:25:49 20.25 
28/2/2024    15:25:50 20.25 
28/2/2024    15:25:51 20.25 
28/2/2024    15:25:52 20.31 
28/2/2024    15:25:53 20.31 
28/2/2024    15:25:55 20.25 
28/2/2024    15:25:56 20.25 
28/2/2024    15:25:57 20.31 
28/2/2024    15:25:58 20.25 
28/2/2024    15:25:59 20.25 
28/2/2024    15:26:0 20.25 
28/2/2024    15:26:1 20.25 
28/2/2024    15:26:2 20.25 
28/2/2024    15:26:3 20.25 
28/2/2024    15:26:4 20.31 
28/2/2024    15:26:5 20.25 
28/2/2024    15:26:7 20.31 
28/2/2024    15:26:8 20.31 
28/2/2024    15:26:9 20.25 
28/2/2024    15:26:10 20.25 
28/2/2024    15:26:11 20.25 
28/2/2024    15:26:12 20.25 
28/2/2024    15:26:13 20.25 
28/2/2024    15:26:14 20.31 
28/2/2024    15:26:15 20.25 
28/2/2024    15:26:16 20.31 
28/2/2024    15:26:17 20.31 
28/2/2024    15:26:19 20.31 
28/2/2024    15:26:20 20.31 
28/2/2024    15:26:21 20.25 
28/2/2024    15:26:22 20.31 
28/2/2024    15:26:23 20.25 
28/2/2024    15:26:24 20.31 
28/2/2024    15:26:25 20.25 

Stopped by excep
28/2/2024    15:26:42 20.31 
28/2/2024    15:26:43 20.37 
28/2/2024    15:26:44 20.37 
28/2/2024    15:26:45 20.31 
28/2/2024    15:26:46 20.37 
28/2/2024    15:26:47 20.37 
28/2/2024    15:26:48 20.37 
28/2/2024    15:26:49 20.37 
28/2/2024    15:26:50 20.37 
28/2/2024    15:26:51 20.37 
28/2/2024    15:26:52 20.31 
28/2/2024    15:26:53 20.31 
28/2/2024    15:26:54 20.31 
28/2/2024    15:26:55 20.31 
28/2/2024    15:26:57 20.37 
28/2/2024    15:26:58 20.37 
28/2/2024    15:27:0 20.31 
28/2/2024    15:27:1 20.31 
28/2/2024    15:27:3 20.37 
28/2/2024    15:27:4 20.31 
28/2/2024    15:27:6 20.31 
28/2/2024    Next value is found above range!!!15:27:7 -127.00 
28/2/2024    Next value is found above range!!!15:27:22 -127.00 
28/2/2024    Next value is found above range!!!15:27:24 -127.00 
28/2/2024    Next value is found above range!!!15:27:28 -127.00 
28/2/2024    15:27:32 25.00 
28/2/2024    15:27:33 20.31 
28/2/2024    15:27:34 20.31 
28/2/2024    15:27:36 25.00 
28/2/2024    15:27:37 25.00 
28/2/2024    15:27:38 20.37 
28/2/2024    15:27:39 20.37 
28/2/2024    15:27:40 20.37 
28/2/2024    15:27:41 20.37 
28/2/2024    15:27:42 20.31 
28/2/2024    15:27:43 20.37 
28/2/2024    15:27:44 20.37 
28/2/2024    15:27:45 20.37 
28/2/2024    15:27:47 20.31 
28/2/2024    15:27:48 20.31 
28/2/2024    15:27:49 20.37 
28/2/2024    15:27:50 20.31 
28/2/2024    15:27:51 20.37 
28/2/2024    15:27:52 20.31 
28/2/2024    15:27:53 20.31 
28/2/2024    15:27:54 20.31 
28/2/2024    15:27:55 20.31 
28/2/2024    15:27:56 20.37 
28/2/2024    15:27:57 20.31 
28/2/2024    Next value is found above range!!!15:27:59 -127.00 
28/2/2024    Next value is found above range!!!15:28:13 -127.00 
28/2/2024    Next value is found above range!!!15:28:17 -127.00 
28/2/2024    Next value is found above range!!!15:28:19 -127.00 
28/2/2024    Next value is found above range!!!15:28:21 -127.00 
28/2/2024    Next value is found above range!!!15:28:24 -127.00 
28/2/2024    15:28:26 17.56 
28/2/2024    15:28:27 20.31 
28/2/2024    15:28:28 20.31 
28/2/2024    15:28:29 20.37 
